"#","GUID","DateLastUpdated","Label","prefLabel","IE Class","InformationElement:ActedUpon","InformationElement:Consulted","Parameters","Specification","AuthoritiesDefaults","Description","Criterion Label","Type","Resource Type","Dimension","Criterion","Enhancement","Examples","Source","References","Example Implementations (Mechanisms)","Link to Specification Source Code","Notes","IssueState","IssueLabels","UseCases"
"295","2f54b7c7-19cb-4d22-9f5a-6fa5265777ce","2024-09-27","MULTIRECORD_MEASURE_QA_COORDINATESTERRESTRIALMARINE_CONSISTENT","Measurement over MultiRecord for QualityAssurance of Validation Coordinates Terrestrial Marine","dcterms:Location","bdq:VALIDATION_COORDINATESTERRESTRIALMARINE_CONSISTENT.Response","","","COMPLETE if every VALIDATION_COORDINATESTERRESTRIALMARINE_CONSISTENT in the MultiRecord has Response.result=COMPLIANT; otherwise NOT_COMPLETE.","bdq:taxonIsMarine default = ""World Register of Marine Species (WoRMS)"" {[https://www.marinespecies.org/]} {Web service [https://www.marinespecies.org/aphia.php?p=webservice]},bdq:geospatialLand default = ""Union of NaturalEarth 10m-physical-vectors for Land and NaturalEarth Minor Islands"" {[https://www.naturalearthdata.com/http//www.naturalearthdata.com/download/10m/physical/ne_10m_land.zip], [https://www.naturalearthdata.com/http//www.naturalearthdata.com/download/10m/physical/ne_10m_minor_islands.zip]},bdq:spatialBufferInMeters default = ""3000"",bdq:assumptionOnUnknownBiome default = ""noassumption""","Measure if all VALIDATION_COORDINATESTERRESTRIALMARINE_CONSISTENT in a record set are COMPLIANT","Consistency: consistent","Measure","MultiRecord","Consistency","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Assurance, filter record set until this measure is COMPLETE.","open","TG2 Validation SPACE Test VOCABULARY Consistency Parameterized CORE","bdq:Spatial-Temporal_Patterns, bdq:Record-Management"
"296","82a2774a-ddbe-4f53-82e3-765ea4ba4419","2024-09-27","MULTIRECORD_MEASURE_COUNT_COMPLIANT_COORDINATESTERRESTRIALMARINE_CONSISTENT","Measurement over MultiRecord Counting Compliance of Validation Coordinates Terrestrial Marine","dcterms:Location","bdq:VALIDATION_COORDINATESTERRESTRIALMARINE_CONSISTENT.Response","","","Count the number of VALIDATION_COORDINATESTERRESTRIALMARINE_CONSISTENT in the MultiRecord that have Response.result=COMPLIANT.","bdq:taxonIsMarine default = ""World Register of Marine Species (WoRMS)"" {[https://www.marinespecies.org/]} {Web service [https://www.marinespecies.org/aphia.php?p=webservice]},bdq:geospatialLand default = ""Union of NaturalEarth 10m-physical-vectors for Land and NaturalEarth Minor Islands"" {[https://www.naturalearthdata.com/http//www.naturalearthdata.com/download/10m/physical/ne_10m_land.zip], [https://www.naturalearthdata.com/http//www.naturalearthdata.com/download/10m/physical/ne_10m_minor_islands.zip]},bdq:spatialBufferInMeters default = ""3000"",bdq:assumptionOnUnknownBiome default = ""noassumption""","Count the number of VALIDATION_COORDINATESTERRESTRIALMARINE_CONSISTENT in a record set that are COMPLIANT","Consistency: consistent","Measure","MultiRecord","Consistency","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Control, compare the Response.result of this measure with the total number of records to assess work needed on the record set.","open","TG2 Validation SPACE Test VOCABULARY Consistency Parameterized CORE","bdq:Spatial-Temporal_Patterns, bdq:Record-Management"
"295","09c721c9-c678-4e5c-bfe0-e3386984d5d9","2024-09-27","MULTIRECORD_MEASURE_QA_COORDINATESSTATEPROVINCE_CONSISTENT","Measurement over MultiRecord for QualityAssurance of Validation Coordinates dwc:stateProvince Consistent","dcterms:Location","bdq:VALIDATION_COORDINATESSTATEPROVINCE_CONSISTENT.Response","","","COMPLETE if every VALIDATION_COORDINATESSTATEPROVINCE_CONSISTENT in the MultiRecord has Response.result=COMPLIANT; otherwise NOT_COMPLETE.","bdq:sourceAuthority default = ""10m-admin-1 boundaries"" {[https://www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-1-states-provinces/]},bdq:spatialBufferInMeters default = ""3000""","Measure if all VALIDATION_COORDINATESSTATEPROVINCE_CONSISTENT in a record set are COMPLIANT","Consistency: consistent","Measure","MultiRecord","Consistency","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Assurance, filter record set until this measure is COMPLETE.","open","TG2 Validation SPACE Test VOCABULARY Consistency CORE","bdq:Spatial-Temporal_Patterns, bdq:Record-Management"
"296","9ada4f19-552e-4b15-943d-69b7b0df6f4e","2024-09-27","MULTIRECORD_MEASURE_COUNT_COMPLIANT_COORDINATESSTATEPROVINCE_CONSISTENT","Measurement over MultiRecord Counting Compliance of Validation Coordinates dwc:stateProvince Consistent","dcterms:Location","bdq:VALIDATION_COORDINATESSTATEPROVINCE_CONSISTENT.Response","","","Count the number of VALIDATION_COORDINATESSTATEPROVINCE_CONSISTENT in the MultiRecord that have Response.result=COMPLIANT.","bdq:sourceAuthority default = ""10m-admin-1 boundaries"" {[https://www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-1-states-provinces/]},bdq:spatialBufferInMeters default = ""3000""","Count the number of VALIDATION_COORDINATESSTATEPROVINCE_CONSISTENT in a record set that are COMPLIANT","Consistency: consistent","Measure","MultiRecord","Consistency","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Control, compare the Response.result of this measure with the total number of records to assess work needed on the record set.","open","TG2 Validation SPACE Test VOCABULARY Consistency CORE","bdq:Spatial-Temporal_Patterns, bdq:Record-Management"
"295","c8c61535-ab1a-4ec6-b4e9-f5f02541d7d8","2024-09-27","MULTIRECORD_MEASURE_QA_BASISOFRECORD_NOTEMPTY","Measurement over MultiRecord for QualityAssurance of Validation dwc:basisOfRecord Not Empty","Record-level","bdq:VALIDATION_BASISOFRECORD_NOTEMPTY.Response","","","COMPLETE if every VALIDATION_BASISOFRECORD_NOTEMPTY in the MultiRecord has Response.result=COMPLIANT; otherwise NOT_COMPLETE.","","Measure if all VALIDATION_BASISOFRECORD_NOTEMPTY in a record set are COMPLIANT","Completeness: notempty","Measure","MultiRecord","Completeness","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Assurance, filter record set until this measure is COMPLETE.","open","TG2 Validation OTHER Test Completeness CORE","bdq:Taxon-Management, bdq:Alien-Species, bdq:Spatial-Temporal_Patterns, bdq:Record-Management, bdq:Biotic-Relationships"
"296","b60c8c58-0137-4b6a-97e9-57d8ca5cf248","2024-09-27","MULTIRECORD_MEASURE_COUNT_COMPLIANT_BASISOFRECORD_NOTEMPTY","Measurement over MultiRecord Counting Compliance of Validation dwc:basisOfRecord Not Empty","Record-level","bdq:VALIDATION_BASISOFRECORD_NOTEMPTY.Response","","","Count the number of VALIDATION_BASISOFRECORD_NOTEMPTY in the MultiRecord that have Response.result=COMPLIANT.","","Count the number of VALIDATION_BASISOFRECORD_NOTEMPTY in a record set that are COMPLIANT","Completeness: notempty","Measure","MultiRecord","Completeness","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Control, compare the Response.result of this measure with the total number of records to assess work needed on the record set.","open","TG2 Validation OTHER Test Completeness CORE","bdq:Taxon-Management, bdq:Alien-Species, bdq:Spatial-Temporal_Patterns, bdq:Record-Management, bdq:Biotic-Relationships"
"295","cb88b6d9-85b2-4cd5-9bfa-c0d96f79552e","2024-09-27","MULTIRECORD_MEASURE_QA_GEODETICDATUM_STANDARD","Measurement over MultiRecord for QualityAssurance of Vaildation dwc:geodeticDatum Standard","dcterms:Location","bdq:VALIDATION_GEODETICDATUM_STANDARD.Response","","","COMPLETE if every VALIDATION_GEODETICDATUM_STANDARD in the MultiRecord has Response.result=COMPLIANT; otherwise NOT_COMPLETE.","bdq:sourceAuthority = ""EPSG"" {[https://epsg.org]} {API for EPSG codes [https://apps.epsg.org/api/swagger/ui/index#/Datum]}","Measure if all VALIDATION_GEODETICDATUM_STANDARD in a record set are COMPLIANT","Conformance: standard","Measure","MultiRecord","Conformance","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Assurance, filter record set until this measure is COMPLETE.","open","TG2 Validation SPACE Test VOCABULARY Conformance CORE","bdq:Spatial-Temporal_Patterns, bdq:Record-Management"
"296","8d8aba5c-f58a-49c9-a08d-1afb5ff1aa63","2024-09-27","MULTIRECORD_MEASURE_COUNT_COMPLIANT_GEODETICDATUM_STANDARD","Measurement over MultiRecord Counting Compliance of Vaildation dwc:geodeticDatum Standard","dcterms:Location","bdq:VALIDATION_GEODETICDATUM_STANDARD.Response","","","Count the number of VALIDATION_GEODETICDATUM_STANDARD in the MultiRecord that have Response.result=COMPLIANT.","bdq:sourceAuthority = ""EPSG"" {[https://epsg.org]} {API for EPSG codes [https://apps.epsg.org/api/swagger/ui/index#/Datum]}","Count the number of VALIDATION_GEODETICDATUM_STANDARD in a record set that are COMPLIANT","Conformance: standard","Measure","MultiRecord","Conformance","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Control, compare the Response.result of this measure with the total number of records to assess work needed on the record set.","open","TG2 Validation SPACE Test VOCABULARY Conformance CORE","bdq:Spatial-Temporal_Patterns, bdq:Record-Management"
"295","2384f645-9e0b-4e59-8054-8cf60f3443cf","2024-09-27","MULTIRECORD_MEASURE_QA_COUNTRYCOUNTRYCODE_CONSISTENT","Measurement over MultiRecord for QualityAssurance of Validation dwc:country dwc:countryCode Consistent","dcterms:Location","bdq:VALIDATION_COUNTRYCOUNTRYCODE_CONSISTENT.Response","","","COMPLETE if every VALIDATION_COUNTRYCOUNTRYCODE_CONSISTENT in the MultiRecord has Response.result=COMPLIANT; otherwise NOT_COMPLETE.","bdq:sourceAuthority default = ""The Getty Thesaurus of Geographic Names (TGN)"" {[https://www.getty.edu/research/tools/vocabularies/tgn/index.html]}","Measure if all VALIDATION_COUNTRYCOUNTRYCODE_CONSISTENT in a record set are COMPLIANT","Consistency: consistent","Measure","MultiRecord","Consistency","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Assurance, filter record set until this measure is COMPLETE.","open","TG2 Validation SPACE Test VOCABULARY Consistency ISO/DCMI STANDARD CORE","bdq:Spatial-Temporal_Patterns, bdq:Record-Management"
"296","cb3ba648-3b86-41eb-bccd-d29b40693cd0","2024-09-27","MULTIRECORD_MEASURE_COUNT_COMPLIANT_COUNTRYCOUNTRYCODE_CONSISTENT","Measurement over MultiRecord Counting Compliance of Validation dwc:country dwc:countryCode Consistent","dcterms:Location","bdq:VALIDATION_COUNTRYCOUNTRYCODE_CONSISTENT.Response","","","Count the number of VALIDATION_COUNTRYCOUNTRYCODE_CONSISTENT in the MultiRecord that have Response.result=COMPLIANT.","bdq:sourceAuthority default = ""The Getty Thesaurus of Geographic Names (TGN)"" {[https://www.getty.edu/research/tools/vocabularies/tgn/index.html]}","Count the number of VALIDATION_COUNTRYCOUNTRYCODE_CONSISTENT in a record set that are COMPLIANT","Consistency: consistent","Measure","MultiRecord","Consistency","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Control, compare the Response.result of this measure with the total number of records to assess work needed on the record set.","open","TG2 Validation SPACE Test VOCABULARY Consistency ISO/DCMI STANDARD CORE","bdq:Spatial-Temporal_Patterns, bdq:Record-Management"
"295","14a1d51f-16ed-4148-9dc8-1e90157a9868","2024-09-27","MULTIRECORD_MEASURE_QA_EVENTDATE_STANDARD","Measurement over MultiRecord for QualityAssurance of Validation dwc:eventDate Standard","dwc:Event","bdq:VALIDATION_EVENTDATE_STANDARD.Response","","","COMPLETE if every VALIDATION_EVENTDATE_STANDARD in the MultiRecord has Response.result=COMPLIANT; otherwise NOT_COMPLETE.","","Measure if all VALIDATION_EVENTDATE_STANDARD in a record set are COMPLIANT","Conformance: standard","Measure","MultiRecord","Conformance","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Assurance, filter record set until this measure is COMPLETE.","open","TG2 Validation TIME CODED Test Conformance ISO/DCMI STANDARD CORE","bdq:Alien-Species, bdq:Spatial-Temporal_Patterns, bdq:Record-Management, bdq:Biotic-Relationships"
"296","bffd7499-aca3-423f-bb43-f7bdc9260f4f","2024-09-27","MULTIRECORD_MEASURE_COUNT_COMPLIANT_EVENTDATE_STANDARD","Measurement over MultiRecord Counting Compliance of Validation dwc:eventDate Standard","dwc:Event","bdq:VALIDATION_EVENTDATE_STANDARD.Response","","","Count the number of VALIDATION_EVENTDATE_STANDARD in the MultiRecord that have Response.result=COMPLIANT.","","Count the number of VALIDATION_EVENTDATE_STANDARD in a record set that are COMPLIANT","Conformance: standard","Measure","MultiRecord","Conformance","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Control, compare the Response.result of this measure with the total number of records to assess work needed on the record set.","open","TG2 Validation TIME CODED Test Conformance ISO/DCMI STANDARD CORE","bdq:Alien-Species, bdq:Spatial-Temporal_Patterns, bdq:Record-Management, bdq:Biotic-Relationships"
"295","f375a3fd-4cf5-4ef4-955e-d71762ede2d8","2024-09-27","MULTIRECORD_MEASURE_QA_EVENT_CONSISTENT","Measurement over MultiRecord for QualityAssurance of Validation dwc:Event Consistent","dwc:Event","bdq:VALIDATION_EVENT_CONSISTENT.Response","","","COMPLETE if every VALIDATION_EVENT_CONSISTENT in the MultiRecord has Response.result=COMPLIANT; otherwise NOT_COMPLETE.","","Measure if all VALIDATION_EVENT_CONSISTENT in a record set are COMPLIANT","Consistency: consistent","Measure","MultiRecord","Consistency","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Assurance, filter record set until this measure is COMPLETE.","open","TG2 Validation TIME Test Consistency CORE","bdq:Alien-Species, bdq:Record-Management, bdq:Biotic-Relationships"
"296","1919f212-b7db-4b6e-9697-41a715001bd6","2024-09-27","MULTIRECORD_MEASURE_COUNT_COMPLIANT_EVENT_CONSISTENT","Measurement over MultiRecord Counting Compliance of Validation dwc:Event Consistent","dwc:Event","bdq:VALIDATION_EVENT_CONSISTENT.Response","","","Count the number of VALIDATION_EVENT_CONSISTENT in the MultiRecord that have Response.result=COMPLIANT.","","Count the number of VALIDATION_EVENT_CONSISTENT in a record set that are COMPLIANT","Consistency: consistent","Measure","MultiRecord","Consistency","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Control, compare the Response.result of this measure with the total number of records to assess work needed on the record set.","open","TG2 Validation TIME Test Consistency CORE","bdq:Alien-Species, bdq:Record-Management, bdq:Biotic-Relationships"
